,Player,Team,Position,DOB,Age,Height,Weight,,,,
785,Alan Didak,Collingwood,Forward,15 Feb 83,30yr,184cm,85kg,,,,
46,Nathan Murphy,Collingwood,Defender,15 Dec 99,19yr,188cm,80kg,,,,
1362,Brodie Grundy,Collingwood,Ruck,15 Apr 94,25yr,202cm,101kg,,,,
36,Lynden Dunn,Collingwood,Defender,14 May 87,31yr,192cm,98kg,,,,
513,Mason Cox,Collingwood,Forward,14 Mar 91,28yr,211cm,110kg,,,,
917,Anton Tohill,Collingwood,Forward,14 Dec 99,19yr,198cm,86kg,,,,
523,Jarryd Blair,Collingwood,Forward,14 Apr 90,28yr,174cm,81kg,,,,
330,Martin Clarke,Collingwood,Defender,13 Nov 87,26yr,181cm,85kg,,,,
1427,Max Lynch,Collingwood,Ruck,12 Sep 98,20yr,200cm,96kg,,,,
1031,Brayden Sier,Collingwood,Midfield,12 Dec 97,21yr,190cm,91kg,,,,
7089,SamÿMcLarty,Collingwood,Defender,11 May 98,19yr,193cm,93kg,,,,
1253,Luke Rounds,Collingwood,Midfield,10 Feb 91,21yr,181cm,75kg,,,,
520,Travis Varcoe,Collingwood,Forward,10 Apr 88,31yr,180cm,82kg,,,,
264,Ben Sinclair,Collingwood,Defender,1 Oct 91,25yr,181cm,80kg,,,,
519,Josh Thomas,Collingwood,Forward,1 Oct 91,27yr,176cm,81kg,,,,
45,Adam Oxley,Collingwood,Defender,1 Nov 92,25yr,191cm,78kg,,,,
516,Ben Reid,Collingwood,Forward,29-Apr-89,,195cm,102kg,,,,
4066,DanielÿWells,Collingwood,Midfield,3-Feb-85,,181cm,79kg,,,,
41,Matt Scharenberg,Collingwood,Defender,18-Sep-95,,191cm,87kg,,,,
389,Paul Bower,Carlton,Defender,9 Jan 88,24yr,192cm,92kg,,,,
1188,Chris Judd,Carlton,Midfield,8 Sep 83,31yr,189cm,88kg,,,,
1232,Jaryd Cachia,Carlton,Midfield,8 May 91,22yr,184cm,86kg,,,,
879,Billie Smedts,Carlton,Forward,8 Jun 92,24yr,189cm,83kg,,,,
390,Rhys OKeeffe,Carlton,Defender,8 Aug 90,22yr,188cm,87kg,,,,
354,Nick Duigan,Carlton,Defender,7 Sep 84,29yr,186cm,88kg,,,,
470,Kristian Jaksch,Carlton,Forward,7 Oct 94,22yr,195cm,84kg,,,,
1019,Ed Curnow,Carlton,Midfield,7 Nov 89,29yr,182cm,84kg,,,,
953,Ben Silvagni,Carlton,Defender,7 May 00,18yr,196cm,86kg,,,,
2132,BlakeÿBray,Carlton,Forward,7 Jul 92,19yr,191cm,83kg,,,,
26,Caleb Marchbank,Carlton,Defender,7 Dec 96,22yr,193cm,90kg,,,,
5333,TomÿTemay,Carlton,Midfield,6 Feb 94,20yr,179cm,75kg,,,,
24,Ciaran Byrne,Carlton,Defender,6 Dec 94,23yr,188cm,90kg,,,,
1020,Matthew Kennedy,Carlton,Midfield,6 Apr 97,22yr,188cm,88kg,,,,
356,Marcus Davies,Carlton,Defender,6 Apr 91,22yr,188cm,90kg,,,,
29,Kade Simpson,Carlton,Defender,5 May 84,34yr,182cm,75kg,,,,
1408,Cameron Wood,Carlton,Ruck,4 Mar 87,29yr,204cm,105kg,,,,
355,Aaron Joseph,Carlton,Defender,4 Jul 89,23yr,180cm,81kg,,,,
976,Patrick Kerr,Carlton,Forward,31 Jul 98,20yr,194cm,93kg,,,,
32,David Cuningham,Carlton,Defender,30 Mar 97,22yr,183cm,79kg,,,,
1189,Brad Walsh,Carlton,Midfield,3 Sep 96,18yr,180cm,84kg,,,,
304,Matthew Dick,Carlton,Defender,3 Nov 94,21yr,187cm,88kg,,,,
505,Jarrod Garlett,Carlton,Forward,3 May 96,22yr,180cm,69kg,,,,
1360,Andrew Phillips,Carlton,Ruck,3 Jul 91,27yr,201cm,96kg,,,,
504,Charlie Curnow,Carlton,Forward,3 Feb 97,22yr,191cm,95kg,,,,
474,Clem Smith,Carlton,Forward,3 Feb 96,20yr,178cm,78kg,,,,
225,Alex Silvagni,Carlton,Defender,29 Sep 87,30yr,192cm,93kg,,,,
1320,Matthew Cottrell,Carlton,Midfield,29 Feb 00,19yr,181cm,72kg,,,,
737,Blaine Johnson,Carlton,Forward,28 Jul 95,19yr,187cm,83kg,,,,
6719,AndrewÿGallucci,Carlton,Forward,28 Jan 94,23yr,178cm,67kg,,,,
808,Luke Mitchell,Carlton,Forward,28 Feb 92,21yr,198cm,100kg,,,,
1209,Kane Lucas,Carlton,Midfield,26 Jun 91,24yr,188cm,83kg,,,,
1023,Sam Kerridge,Carlton,Midfield,26 Apr 93,24yr,188cm,86kg,,,,
977,Finbar ODwyer,Carlton,Forward,24 Jul 00,18yr,188cm,72kg,,,,
25,Liam Jones,Carlton,Defender,24 Feb 91,28yr,197cm,97kg,,,,
510,Harry McKay,Carlton,Forward,24 Dec 97,21yr,200cm,94kg,,,,
31,Jacob Weitering,Carlton,Defender,23 Nov 97,21yr,195cm,90kg,,,,
432,Liam Stocker,Carlton,Defender,23 Jan 00,19yr,183cm,85kg,,,,
27,Aaron Mullett,Carlton,Defender,23 Feb 92,26yr,184cm,79kg,,,,
914,Kym Lebois,Carlton,Forward,22 May 98,20yr,175cm,66kg,,,,
353,Josh Bootsma,Carlton,Defender,22 Feb 93,21yr,191cm,77kg,,,,
678,Dennis Armfield,Carlton,Forward,22 Dec 86,30yr,181cm,82kg,,,,
841,Darcy Lang,Carlton,Forward,21 Nov 95,23yr,183cm,75kg,,,,
30,Dale Thomas,Carlton,Defender,21 Jun 87,31yr,185cm,86kg,,,,
329,Heath Scotland,Carlton,Defender,21 Jul 80,33yr,182cm,82kg,,,,
328,Andrew McInnes,Carlton,Defender,20 Mar 92,22yr,191cm,87kg,,,,
880,Blaine Boekhorst,Carlton,Forward,2 Sep 93,23yr,185cm,75kg,,,,
1346,Daniel Gorringe,Carlton,Ruck,2 Jun 92,24yr,200cm,96kg,,,,
1276,Sam Walsh,Carlton,Midfield,2 Jul 00,18yr,184cm,77kg,,,,
506,Jed Lamb,Carlton,Forward,19 Oct 92,25yr,181cm,84kg,,,,
226,Ciaran Sheehan,Carlton,Defender,19 Nov 90,26yr,188cm,86kg,,,,
34,Sam Rowe,Carlton,Defender,19 Nov 87,30yr,198cm,96kg,,,,
1021,Marc Murphy,Carlton,Midfield,19 Jul 87,31yr,180cm,82kg,,,,
1409,Robert Warnock,Carlton,Ruck,19 Jan 87,28yr,206cm,104kg,,,,
507,Sam Petrevski-Seton,Carlton,Forward,19 Feb 98,21yr,180cm,74kg,,,,
305,Tom Fields,Carlton,Defender,19 Dec 92,22yr,192cm,93kg,,,,
303,Chris Yarran,Carlton,Defender,19 Dec 90,26yr,180cm,84kg,,,,
1022,Lochie OBrien,Carlton,Midfield,18 Sep 99,19yr,184cm,77kg,,,,
469,Andrew Walker,Carlton,Forward,18 May 86,29yr,190cm,90kg,,,,
1018,Patrick Cripps,Carlton,Midfield,18 Mar 95,24yr,193cm,91kg,,,,
512,Jarrod Pickett,Carlton,Forward,18 Aug 96,22yr,177cm,75kg,,,,
221,Sam Docherty,Carlton,Defender,17 Oct 93,25yr,184cm,84kg,,,,
807,Andrew Collins,Carlton,Forward,17 Nov 88,24yr,187cm,83kg,,,,
223,Simon White,Carlton,Defender,17 Jun 88,28yr,190cm,91kg,,,,
459,Jack Silvagni,Carlton,Forward,17 Dec 97,21yr,191cm,93kg,,,,
838,Paddy Dow,Carlton,Forward,16 Oct 99,19yr,185cm,78kg,,,,
1277,Angus Schumacher,Carlton,Midfield,16 Mar 99,20yr,191cm,79kg,,,,
1332,Tom De Koning,Carlton,Ruck,16 Jul 99,19yr,200cm,90kg,,,,
475,Matthew Watson,Carlton,Forward,16 Jul 92,22yr,195cm,100kg,,,,
680,Liam Sumner,Carlton,Forward,16 Aug 93,23yr,178cm,71kg,,,,
913,Michael Gibbons,Carlton,Forward,15 May 95,23yr,174cm,70kg,,,,
1172,Jason Tutt,Carlton,Midfield,15 May 91,24yr,177cm,77kg,,,,
503,Levi Casboult,Carlton,Forward,15 Mar 90,29yr,199cm,100kg,,,,
839,Zac Fisher,Carlton,Forward,15 Jun 98,20yr,175cm,68kg,,,,
1187,Andrew Carrazzo,Carlton,Midfield,15 Dec 83,31yr,187cm,85kg,,,,
508,Matthew Wright,Carlton,Forward,14 Dec 89,28yr,178cm,81kg,,,,
7366,CillianÿMcDaid,Carlton,Defender,14 Aug 97,20yr,185cm,82kg,,,,
1359,Matthew Kreuzer,Carlton,Ruck,13 May 89,29yr,200cm,103kg,,,,
33,CameronÿO'Shea,Carlton,Defender,13 Mar 92,26yr,193cm,89kg,,,,
707,Andrejs Everitt,Carlton,Forward,13 Mar 89,27yr,194cm,89kg,,,,
736,David Ellard,Carlton,Forward,13 Mar 89,26yr,177cm,79kg,,,,
679,Rhys Palmer,Carlton,Forward,13 Feb 89,28yr,181cm,79kg,,,,
840,Nick Graham,Carlton,Forward,12 Jun 94,23yr,182cm,80kg,,,,
1361,Matthew Lobbe,Carlton,Ruck,12 Feb 89,30yr,200cm,99kg,,,,
224,Tom Williamson,Carlton,Defender,12 Dec 98,20yr,189cm,81kg,,,,
28,Lachie Plowman,Carlton,Defender,11 Sep 94,24yr,192cm,90kg,,,,
509,Cameron Polson,Carlton,Forward,11 Mar 98,21yr,177cm,76kg,,,,
391,Pat McCarthy,Carlton,Defender,11 Mar 92,21yr,196cm,93kg,,,,
1208,Brock McLean,Carlton,Midfield,11 Mar 86,28yr,184cm,85kg,,,,
263,Michael Jamison,Carlton,Defender,11 Jun 86,29yr,193cm,98kg,,,,
222,Harrison Macreadie,Carlton,Defender,11 Apr 98,21yr,196cm,89kg,,,,
1252,Frazer Dale,Carlton,Midfield,10 Nov 93,19yr,187cm,83kg,,,,
1171,Mark Whiley,Carlton,Midfield,1 Dec 92,23yr,187cm,86kg,,,,
1024,Matt Shaw,Carlton,Midfield,8-Feb-92,,187cm,71kg,,,,
915,Matthew Owies,Carlton,Forward,19-Mar-97,,179cm,84kg,,,,
511,Pat Kerr,Carlton,Forward,31-Jul-98,,196cm,97kg,,,,
23,Matt Eagles,Brisbane,Defender,9 Feb 90,29yr,200cm,99kg,,,,
1014,Dayne Zorko,Brisbane,Midfield,9 Feb 89,30yr,175cm,77kg,,,,
502,Jake Barrett,Brisbane,Forward,8 Nov 95,22yr,183cm,81kg,,,,
219,Matthew Hammelmann,Brisbane,Defender,8 Mar 96,21yr,197cm,88kg,,,,
1251,Sam Sheldon,Brisbane,Midfield,8 Mar 89,23yr,183cm,79kg,,,,
216,Ryan Harwood,Brisbane,Defender,8 Jul 91,25yr,184cm,83kg,,,,
7536,ThomasÿJoyce,Brisbane,Midfield,7 Mar 00,19yr,181cm,80kg,,,,
17,Daniel Rich,Brisbane,Defender,7 Jun 90,28yr,183cm,83kg,,,,
833,Mitch Robinson,Brisbane,Forward,7 Jun 89,29yr,185cm,86kg,,,,
430,Noah Answerth,Brisbane,Defender,6 Aug 99,19yr,184cm,80kg,,,,
495,Charlie Cameron,Brisbane,Forward,5 Jul 94,24yr,183cm,72kg,,,,
1012,Jarrod Berry,Brisbane,Midfield,5 Feb 98,21yr,192cm,84kg,,,,
387,James Hawksley,Brisbane,Defender,5 Feb 89,23yr,187cm,80kg,,,,
1275,Corey Lyons,Brisbane,Midfield,31 May 98,20yr,182cm,78kg,,,,
262,Reuben William,Brisbane,Defender,31 Dec 97,19yr,189cm,87kg,,,,
299,Matt Maguire,Brisbane,Defender,30 May 84,30yr,192cm,100kg,,,,
677,Michael Close,Brisbane,Forward,30 Jul 94,22yr,196cm,88kg,,,,
218,Marco Paparone,Brisbane,Defender,3 Sep 94,23yr,194cm,86kg,,,,
300,Mitch Golby,Brisbane,Defender,3 Oct 91,23yr,183cm,82kg,,,,
385,Cheynee Stiller,Brisbane,Defender,3 May 86,25yr,187cm,84kg,,,,
1013,Hugh McCluggage,Brisbane,Midfield,3 Mar 98,21yr,186cm,77kg,,,,
1230,Simon Black,Brisbane,Midfield,3 Apr 79,34yr,185cm,81kg,,,,
757,Jonathan Brown,Brisbane,Forward,29 Oct 81,32yr,194cm,102kg,,,,
781,Aaron Cornelius,Brisbane,Forward,29 May 90,22yr,192cm,88kg,,,,
974,Connor Ballenden,Brisbane,Forward,29 Mar 99,20yr,198cm,96kg,,,,
220,Sam Skinner,Brisbane,Defender,29 Jun 97,21yr,196cm,94kg,,,,
1744,BryceÿRetzlaff,Brisbane,Forward,29 Jun 91,20yr,195cm,86kg,,,,
1273,Mitch Hinge,Brisbane,Midfield,28 Jun 98,20yr,187cm,82kg,,,,
805,Todd Banfield,Brisbane,Forward,28 Jun 90,23yr,183cm,83kg,,,,
1207,Brent Moloney,Brisbane,Midfield,28 Jan 84,30yr,182cm,87kg,,,,
1186,Zac OBrien,Brisbane,Midfield,27 Oct 90,24yr,183cm,77kg,,,,
705,Jonathan Freeman,Brisbane,Forward,27 Apr 94,22yr,198cm,95kg,,,,
15,Ryan Lester,Brisbane,Defender,26 Aug 92,26yr,191cm,87kg,,,,
217,Jack Frost,Brisbane,Defender,25 Feb 92,26yr,194cm,89kg,,,,
498,Daniel McStay,Brisbane,Forward,24 Jun 95,23yr,196cm,87kg,,,,
837,Brandon Starcevich,Brisbane,Forward,24 Jul 99,19yr,187cm,84kg,,,,
836,Zac Bailey,Brisbane,Forward,23 Sep 99,19yr,181cm,81kg,,,,
734,Brent Staker,Brisbane,Forward,23 May 84,30yr,196cm,100kg,,,,
468,Liam Dawson,Brisbane,Forward,23 Jan 96,22yr,188cm,84kg,,,,
975,Tom Fullarton,Brisbane,Forward,23 Feb 99,20yr,200cm,98kg,,,,
1017,Ben Keays,Brisbane,Midfield,23 Feb 97,22yr,185cm,82kg,,,,
13,Darcy Gardiner,Brisbane,Defender,22 Sep 95,23yr,194cm,85kg,,,,
1016,Ryan Bastinac,Brisbane,Midfield,22 Jun 91,27yr,184cm,84kg,,,,
910,Cam Rayner,Brisbane,Forward,21 Oct 99,19yr,187cm,87kg,,,,
706,Jackson Paine,Brisbane,Forward,21 Jun 93,22yr,192cm,95kg,,,,
16,Sam Mayes,Brisbane,Defender,20 May 94,24yr,187cm,84kg,,,,
759,Ashley McGrath,Brisbane,Forward,20 May 83,30yr,182cm,86kg,,,,
1015,Tom Cutler,Brisbane,Midfield,20 Feb 95,24yr,192cm,83kg,,,,
878,Jarrad Jansen,Brisbane,Forward,2 May 95,21yr,192cm,94kg,,,,
888,Billy Evans,Brisbane,Forward,19 Oct 96,19yr,187cm,87kg,,,,
496,Allen Christensen,Brisbane,Forward,19 May 91,27yr,177cm,80kg,,,,
1766,CallumÿBartlett,Brisbane,Forward,19 Jun 91,21yr,179cm,79kg,,,,
1388,Archie Smith,Brisbane,Ruck,19 Jul 95,23yr,201cm,102kg,,,,
21,Cedric Cox,Brisbane,Defender,19 Aug 97,21yr,181cm,79kg,,,,
386,Josh Drummond,Brisbane,Defender,19 Apr 83,29yr,189cm,87kg,,,,
298,Justin Clarke,Brisbane,Defender,18 Nov 93,22yr,195cm,88kg,,,,
388,Stephen Wrigley,Brisbane,Defender,18 Apr 87,26yr,187cm,76kg,,,,
1345,Trent West,Brisbane,Ruck,17 Oct 87,28yr,199cm,103kg,,,,
1358,Stefan Martin,Brisbane,Ruck,17 Nov 86,32yr,198cm,103kg,,,,
1170,Josh Clayton,Brisbane,Midfield,17 Jan 96,21yr,190cm,80kg,,,,
500,Lewis Taylor,Brisbane,Forward,17 Feb 95,24yr,175cm,75kg,,,,
1319,Toby Wooller,Brisbane,Midfield,16 Mar 99,20yr,193cm,90kg,,,,
7056,BlakeÿGrewar,Brisbane,Midfield,16 Feb 93,24yr,187cm,87kg,,,,
352,Niall McKeever,Brisbane,Defender,16 Feb 89,24yr,197cm,95kg,,,,
22,Jacob Allison,Brisbane,Defender,16 Apr 98,21yr,194cm,79kg,,,,
1897,BradÿHarvey,Brisbane,Defender,16 Apr 92,20yr,185cm,83kg,,,,
952,Jack Payne,Brisbane,Defender,15 Oct 99,19yr,197cm,96kg,,,,
431,James Madden,Brisbane,Defender,15 Nov 99,19yr,185cm,84kg,,,,
473,Jaden McGrath,Brisbane,Forward,15 Jun 96,19yr,180cm,73kg,,,,
14,Luke Hodge,Brisbane,Defender,15 Jun 84,34yr,185cm,90kg,,,,
6262,CianÿHanley,Brisbane,Defender,14 Mar 96,22yr,184cm,73kg,,,,
497,Eric Hipwood,Brisbane,Forward,13 Sep 97,21yr,200cm,82kg,,,,
1318,Ely Smith,Brisbane,Midfield,13 Sep 00,18yr,188cm,87kg,,,,
494,Tom Bell,Brisbane,Forward,13 Jun 91,26yr,187cm,96kg,,,,
1231,Jesse OBrien,Brisbane,Midfield,13 Feb 91,22yr,185cm,79kg,,,,
301,Hugh Beasley,Brisbane,Defender,12 Nov 95,20yr,190cm,86kg,,,,
19,Josh Walker,Brisbane,Defender,12 Nov 92,26yr,196cm,91kg,,,,
758,Jordan Lisle,Brisbane,Forward,12 Jul 90,23yr,195cm,95kg,,,,
1011,Dayne Beams,Brisbane,Midfield,12 Feb 90,29yr,186cm,85kg,,,,
735,Luke McGuane,Brisbane,Forward,12 Feb 87,28yr,192cm,90kg,,,,
261,Daniel Merrett,Brisbane,Defender,12 Dec 84,31yr,195cm,103kg,,,,
912,Connor McFadyen,Brisbane,Forward,12 Apr 00,19yr,189cm,93kg,,,,
302,Jordon Bourke,Brisbane,Defender,11 Nov 94,20yr,193cm,85kg,,,,
12,Harris Andrews,Brisbane,Defender,11 Dec 96,22yr,200cm,92kg,,,,
20,Alex Witherden,Brisbane,Defender,10 Sep 98,20yr,184cm,78kg,,,,
834,Rohan Bewick,Brisbane,Forward,10 Oct 89,28yr,183cm,83kg,,,,
806,Amon Buchanan,Brisbane,Forward,10 Oct 82,29yr,179cm,83kg,,,,
501,Oscar McInerney,Brisbane,Forward,10 Jul 94,24yr,203cm,100kg,,,,
835,Rhys Mathieson,Brisbane,Forward,10 Jan 97,22yr,185cm,79kg,,,,
1150,Claye Beams,Brisbane,Midfield,1 Sep 91,26yr,182cm,83kg,,,,
7535,TomÿBerry,Brisbane,Forward,1 May 00,18yr,185cm,76kg,,,,
1274,Tom Joyce,Brisbane,Midfield,1-May-01,,168cm,67kg,,,,
911,Thomas Berry,Brisbane,Forward,1-May-00,,185cm,76kg,,,,
499,Cameron Rayner,Brisbane,Forward,21-Oct-99,,187cm,90kg,,,,
18,Nick Robertson,Brisbane,Defender,3-Jun-95,,190cm,87kg,,,,
676,Jonathon Beech,Adelaide,Forward,9 Nov 90,26yr,188cm,88kg,,,,
1426,Paul Hunter,Adelaide,Ruck,9 Feb 93,26yr,200cm,96kg,,,,
804,Tim McIntyre,Adelaide,Forward,9 Apr 89,24yr,176cm,79kg,,,,
327,Luke Thompson,Adelaide,Defender,8 Feb 91,23yr,194cm,88kg,,,,
486,Josh Jenkins,Adelaide,Forward,8 Feb 89,30yr,198cm,106kg,,,,
2,Kyle Hartigan,Adelaide,Defender,7 Nov 91,27yr,194cm,92kg,,,,
1250,Brad Symes,Adelaide,Midfield,7 Mar 85,27yr,186cm,84kg,,,,
429,Lachlan Sholl,Adelaide,Defender,7 Mar 00,19yr,186cm,74kg,,,,
1671,SamÿMartyn,Adelaide,Midfield,7 Apr 92,20yr,186cm,73kg,,,,
896,Brodie Martin,Adelaide,Forward,6 Nov 88,26yr,180cm,83kg,,,,
1005,Hugh Greenwood,Adelaide,Midfield,6 Mar 92,27yr,190cm,90kg,,,,
421,Nathan van Berlo,Adelaide,Defender,6 Jun 86,29yr,184cm,84kg,,,,
831,Richard Douglas,Adelaide,Forward,6 Feb 87,32yr,180cm,80kg,,,,
973,Kieran Strachan,Adelaide,Forward,5 Oct 95,23yr,202cm,95kg,,,,
384,Michael Doughty,Adelaide,Defender,5 Aug 79,32yr,177cm,81kg,,,,
297,Sam Shaw,Adelaide,Defender,5 Apr 91,26yr,193cm,88kg,,,,
491,Jordan Gallucci,Adelaide,Forward,4 May 98,20yr,182cm,78kg,,,,
488,Lachlan Murphy,Adelaide,Forward,4 Dec 98,20yr,178cm,74kg,,,,
951,Jordon Butts,Adelaide,Defender,31 Dec 99,19yr,195cm,80kg,,,,
753,Lewis Johnston,Adelaide,Forward,3 Mar 91,23yr,193cm,91kg,,,,
1667,WillÿYoung,Adelaide,Midfield,3 Aug 90,21yr,194cm,88kg,,,,
4,Rory Laird,Adelaide,Defender,29 Dec 93,25yr,178cm,76kg,,,,
909,Shane McAdam,Adelaide,Forward,28 May 95,23yr,185cm,84kg,,,,
325,Ben Rutten,Adelaide,Defender,28 May 83,30yr,190cm,98kg,,,,
1003,Cam Ellis-Yolmen,Adelaide,Midfield,28 Jan 93,26yr,188cm,89kg,,,,
1679,BenÿDowdell,Adelaide,Ruck,27 Sep 88,24yr,200cm,101kg,,,,
755,Jason Porplyzia,Adelaide,Forward,27 Nov 84,29yr,177cm,85kg,,,,
1009,Sam Gibson,Adelaide,Midfield,27 May 86,31yr,185cm,83kg,,,,
832,Riley Knight,Adelaide,Forward,27 Mar 95,24yr,180cm,72kg,,,,
5806,AlexÿSpina,Adelaide,Midfield,27 Jun 95,18yr,181cm,75kg,,,,
484,Eddie Betts,Adelaide,Forward,26 Nov 86,32yr,173cm,73kg,,,,
485,Darcy Fogarty,Adelaide,Forward,25 Sep 99,19yr,192cm,95kg,,,,
5,David Mackay,Adelaide,Defender,25 Jul 88,30yr,181cm,79kg,,,,
9,Kyle Cheney,Adelaide,Defender,25 Aug 89,28yr,186cm,90kg,,,,
489,Taylor Walker,Adelaide,Forward,25 Apr 90,28yr,192cm,100kg,,,,
675,Troy Menzel,Adelaide,Forward,22 Sep 94,22yr,187cm,78kg,,,,
0,Luke Brown,Adelaide,Defender,22 Sep 92,26yr,172cm,89kg,,,,
5296,TimÿKlaosen,Adelaide,Forward,22 Nov 89,23yr,197cm,87kg,,,,
1007,Paul Seedsman,Adelaide,Midfield,22 Jan 92,27yr,189cm,87kg,,,,
756,Jared Petrenko,Adelaide,Forward,22 Dec 89,24yr,178cm,81kg,,,,
479,Graham Johncock,Adelaide,Forward,21 Oct 82,30yr,178cm,86kg,,,,
3,Jake Kelly,Adelaide,Defender,21 Jan 95,24yr,189cm,84kg,,,,
1002,Matt Crouch,Adelaide,Midfield,21 Apr 95,24yr,181cm,79kg,,,,
5285,SamÿSiggins,Adelaide,Defender,20 Mar 94,21yr,195cm,85kg,,,,
428,Andrew McPherson,Adelaide,Defender,20 Jun 99,19yr,186cm,79kg,,,,
10,Alex Keath,Adelaide,Defender,20 Jan 92,27yr,197cm,91kg,,,,
780,Ian Callinan,Adelaide,Forward,20 Dec 82,30yr,172cm,74kg,,,,
1399,Reilly OBrien,Adelaide,Ruck,20 Aug 95,23yr,201cm,98kg,,,,
6,Daniel Talia,Adelaide,Defender,2 Oct 91,27yr,195cm,95kg,,,,
895,Mitch Grigg,Adelaide,Forward,2 Jan 93,23yr,182cm,82kg,,,,
6235,AnthonyÿWilson,Adelaide,Forward,2 Aug 92,22yr,179cm,70kg,,,,
908,Ben Davis,Adelaide,Forward,19 May 97,21yr,187cm,84kg,,,,
296,Matthew Jaensch,Adelaide,Defender,18 Sep 89,26yr,180cm,83kg,,,,
427,Will Hamill,Adelaide,Defender,17 Nov 00,18yr,185cm,72kg,,,,
1008,Rory Sloane,Adelaide,Midfield,17 Mar 90,29yr,183cm,85kg,,,,
906,Tom Lynch,Adelaide,Forward,15 Sep 90,28yr,191cm,88kg,,,,
490,Tom T Lynch,Adelaide,Forward,15 Sep 90,28yr,191cm,88kg,,,,
8,Andy Otten,Adelaide,Defender,15 May 89,29yr,192cm,90kg,,,,
1004,Bryce Gibbs,Adelaide,Midfield,15 Mar 89,30yr,188cm,86kg,,,,
7,Wayne Milera,Adelaide,Defender,14 Sep 97,21yr,185cm,75kg,,,,
1149,Scott Thompson,Adelaide,Midfield,14 Mar 83,34yr,184cm,87kg,,,,
1148,Brad Crouch,Adelaide,Midfield,14 Jan 94,25yr,185cm,84kg,,,,
11,Brodie Smith,Adelaide,Defender,14 Jan 92,27yr,194cm,86kg,,,,
907,Chayce Jones,Adelaide,Forward,14 Jan 00,19yr,180cm,77kg,,,,
1272,Ned McHenry,Adelaide,Midfield,13 Jul 00,18yr,178cm,70kg,,,,
351,Richard Tambling,Adelaide,Defender,12 Sep 86,26yr,180cm,80kg,,,,
326,Brent Reilly,Adelaide,Defender,12 Nov 83,31yr,183cm,86kg,,,,
1001,Rory Atkins,Adelaide,Midfield,12 Jul 94,24yr,185cm,79kg,,,,
487,Mitch McGovern,Adelaide,Forward,11 Oct 94,24yr,191cm,84kg,,,,
1010,Patrick Wilson,Adelaide,Midfield,11 Dec 94,24yr,188cm,88kg,,,,
754,James Podsiadly,Adelaide,Forward,10 Sep 81,33yr,193cm,100kg,,,,
1006,Curtly Hampton,Adelaide,Midfield,10 Mar 93,25yr,185cm,87kg,,,,
492,Myles Poholke,Adelaide,Forward,10 Jul 98,20yr,184cm,84kg,,,,
1357,Sam Jacobs,Adelaide,Ruck,10 Apr 88,31yr,202cm,105kg,,,,
1,Tom Doedee,Adelaide,Defender,1 Mar 97,22yr,187cm,83kg,,,,
493,Elliott Himmelberg,Adelaide,Forward,4-Jun-98,,198cm,94kg,,,,
2345,LachlanÿSmith,Collingwood,Forward,9 Sep 93,18yr,190cm,80kg,,,,
5874,LukeÿReynolds,Carlton,Forward,9 Jan 95,19yr,188cm,84kg,,,,
6043,DayleÿGarlett,Hawthorn,Midfield,9 Jan 94,20yr,182cm,73kg,,,,
7590,IanÿHill,Greater Western Sydney,Forward,9 Feb 00,19yr,175cm,65kg,,,,
6276,DillonÿViojo-Rainbow,Carlton,Defender,8 Feb 96,20yr,184cm,82kg,,,,
4841,JackÿLynch,Sydney,Defender,7 Sep 93,18yr,190cm,84kg,,,,
5645,JustinÿHoskin,Port Adelaide,Midfield,7 Sep 91,21yr,184cm,80kg,,,,
5799,JamesÿBattersby,Adelaide,Defender,7 Nov 95,18yr,177cm,78kg,,,,
6452,JaredÿHardisty,Hawthorn,Midfield,7 Mar 96,19yr,178cm,86kg,,,,
6865,LukeÿSurman,Hawthorn,Defender,7 Dec 97,19yr,197cm,98kg,,,,
4797,JarredÿMoore,Sydney,Forward,6 Mar 86,26yr,177cm,84kg,,,,
6287,FraserÿRussell,Carlton,Midfield,6 Jun 92,22yr,185cm,80kg,,,,
4604,DeanÿMacDonald,Richmond,Forward,6 Jul 92,19yr,184cm,86kg,,,,
6782,MatthewÿUebergang,Fremantle,Forward,6 Jan 95,22yr,194cm,91kg,,,,
5909,FraserÿThurlow,Essendon,Forward,6 Jan 93,21yr,200cm,102kg,,,,
1867,PatrickÿWearden,Brisbane,Midfield,6 Aug 93,20yr,192cm,76kg,,,,
4288,MitchellÿBanner,Port Adelaide,Midfield,5 Jun 90,21yr,179cm,78kg,,,,
3195,MattÿShaw,Carlton,Midfield,5 Feb 92,26yr,187cm,81kg,,,,
6794,JockÿCornell,Geelong,Forward,4 Feb 97,19yr,186cm,83kg,,,,
3117,LewisÿMoss,Gold Coast,Forward,4 Feb 92,20yr,195cm,91kg,,,,
3134,HaydenÿJolly,Gold Coast,Midfield,4 Apr 92,20yr,184cm,83kg,,,,
2791,JordanÿWilson-King,Fremantle,Defender,31 Oct 93,18yr,180cm,70kg,,,,
7023,MattÿSignorello,Adelaide,Midfield,30 Oct 98,19yr,183cm,73kg,,,,
5669,GideonÿSimon,Richmond,Forward,30 Oct 94,18yr,172cm,71kg,,,,
4331,NickÿSalter,Port Adelaide,Defender,30 Jul 87,25yr,190cm,94kg,,,,
3926,LucasÿCook,Melbourne,Forward,3 Mar 92,20yr,196cm,81kg,,,,
